train_loss,train_acc,train_precision,train_recall,train_f1,train_auc,val_loss,val_acc,val_precision,val_recall,val_f1,val_auc,epoch
0.5345092189311981,0.74,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.8464696223316914,0.09319708347320557,1.0,1.0,1.0,1.0,1.0,1
0.2888235232234001,0.9,0.9591836734693877,0.8545454545454545,0.9038461538461539,0.9919191919191919,0.06017537911732992,1.0,1.0,1.0,1.0,1.0,2
