train_loss,train_acc,train_precision,train_recall,train_f1,train_auc,val_loss,val_acc,val_precision,val_recall,val_f1,val_auc,epoch
0.13768510628342628,0.95,0.9461756373937678,0.9523421588594705,0.9492488834754365,0.9908005393747574,2.2218333946347237,0.568,0.9594594594594594,0.142,0.24738675958188153,0.73221792,1
